"Internal ID","NS
Status","Site Scope","Instruction Date","Project 
ID 
","Site ID","MBNL Site ID","VF Site ID","TEF Site ID","KTL Project Name","Project Comments","Client 
Priority","Drawing Priority/Status","Site Type","Structure Owner","Design Blocker Start","Design Blocked Close","Blocker 
Status","Blocker Owner","Blocker Reason","Blocker Comments","Survey Supplier","Surveyor","Survey 
RAG","Survey 
Revison","Survey Permit 
Number","RAMS
(A)","Survey
(F)","Survey (A)","DRONE SURVEY DATE (F)","Drone Survey (A)","RMSV DATE (F)","RMSV(A)","SURVEY / DESIGN HANDOVER INFORMATION","Survey 
Approved","Survey Uploaded
to Clients Tools","SURVEY INFORMATION COMMENTS","Survey Comments","Survey Blocker Comments","Survey Abort Comments","GA Supplier","GA Instruction 
Type","CAD provided to 
3rd party 
supplier","GA
(F)","GA 
Rev","GA Designer","GA Status","GA Action","GA Design Notes","GA Issued Client (A)","GA Approved Client (A)","GA Issued Operator (A)","GA Approved Operator (A)","DD Supplier","Dependency 
RAG","Dependency
Owner","Remaining Dependencies
(auto updates at 23:00)","Dependency Notes","DD Status","DD Action","DD Design Notes","DD
Rev","Dependency
Clear","DD
(F)","Dependency
(F)","DD Issued Client (A)","DD Designer","DD Approved Client (A)","DD Issued to Operator (A)","DD Approved to Operator (A)"
"29354","In Progress","Acquisition & Design","19/06/2024","12719204","31303o2","","88262vf","31303o2","VF399","VF399","T","Green","Streetworks","","29/01/2025","","Cleared","KTL/CS","GDC Issue","29/01/2025 BW: Hutch are asking us to confirm the existing root. RP to request info from CS. Can't compete DTC until root confirmed. DD FC moved to 21/02","INS Group","INS","","","","F","01/01/1900","01/01/1900","28/08/2024","28/08/2024","19/09/2024","19/09/2024","Passive - shroud swap and DNO isolator","F","F","","","","","","","F","01/01/2020","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","28/02/25 - RP - DTC receieved. PASS. Site is dep clear.
27/02/25 - RP - Hutch will be ready to release DTC upon ITR receival. ITR Requested.
20/02/25 - RP - Chased Hutch for a FC.
13/02/25 - RP - CS have confirmed its the unstrengthened version (G-100519 Issue F Alifabs/Commscope drawing reference). Have relayed back to Hutch and asked for a new F/C.
29/01/25 - CS requested for information regarding Hutch root confirmation query. If the root is Alifabs/Commscope 'D6' root design and if so, whether it is the unstrengthened version (G-100519 Issue F Alifabs/Commscope drawing reference) or the upgraded version (G-100768 Issue B Alifabs/Commscope drawing reference).
27/01/25 - RP - Elec chased. Elec calcs were FC 23rd last week. Is this still on your list? Can i have a F/C pls?
27/01/25 - RP - DTC FC for today. ITR Requested. Chased Hutch for delivery today? They said its on track for this week.
16/01/25 - RP - DTC FC for 27/01. Elec calcs soon as CAD ready. 
19/12/24 - RP - REQ requested, DTC quote recieved. No client approval required. Integrated costs.
19/11/24 - RP - DTC quote requested from Hutch.
19/11/24 - RP to request DTC from Hutch","Approved","1A Approved by VF with ASB Comments","04/03/25 LS: 1A DD Approved by VF
28/02/25 BW: 1A Issued to CS
21/01/25 BW: Hutch said DTC will not be delivered today. Waiting for updated FC.
20/01/25 BW: DD is ready for issue, just waiting for the DTC, FC 21/02 
19/02/25 BW: Redline sent to CAD. Waiting for DTC FC 21/02 
10/02/25 - DM - CS(SK) gave us contact at Alifabs to work with, Raash to action.
29/01/2025 BW: Hutch are asking us to confirm the existing root. RP to request info from CS. Can't compete DTC until root confirmed. DD FC moved to 21/02
27/01/25 DM: Elec in progress for 28/01.
24/01/25 BW: Elec FC for 23/01 - not started 
22/01/25 BW: Design capture proposal doesn't work. Need new cab for 2260 ERS. Need CS to confirm if RBS6102 can be half converted.
22/01/25 BW: First Draft DD due back by 12pm today
20/01/25 - DM - DTC/Elec Required. DD On Track for 31/01/2025
20/01/2025 BW:Elec FC 23/01 with Nick 
17/01/25: DD has been instructed to Emfyser.
03/12/24 - CC - Pending DTC FC RP chased 03/12
19/11/24 - Hutch DTC required.","1A","T","07/03/2025","28/02/2025","28/02/2025","Ben Watson","04/03/2025","04/03/2025","04/03/2025"
"29355","In Progress","Acquisition & Design","19/06/2024","12721121","31385o2","","86602vf","31385o2","VF399","VF399","T","Green","Streetworks","","23/01/2025","","Delayed","INS","ICNIRP","27/01/2025 BO: Awaiting INS 3D model in order to complete ICNIRP assessment and finalise design. Likely fortnight max for reprocessing.","INS Group","INS","","","","F","01/01/1900","01/01/1900","11/09/2024","11/09/2024","23/01/2025","23/01/2025","","F","F","preceded to RMSV without the INS 3D model, CS have asked me to complete the ICNIRP assessment by Ben O and only raise if there are issues.
14/01/2025 - DM - to be progressed at risk, must be done on a day when the military base can turn of their radio.","","","","","","F","01/01/2020","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Amber","Raashid Patel","010 GDC L1 / LOC / ESC,026 Structural Calcs,009 Foundation Calcs","05/03/25 - RP - Elec passed, awaiting DTC FC 21st. Potentially needed struct or foundation calcs.
27/02/25 - RP - Quote recieved. REQ requested. FC 3 weeks from PO.
25/02/25 - RP - Elec instructed to Invict.
24/02/25 - RP - DTC form sent over to Hutch, quote requested. L1 = DTC. 
30/01/25 - RP - Deps identified and tickets now need creating soon as DD redlines are ready.
27/01/2025 BO: Awaiting INS 3D model in order to complete ICNIRP assessment and finalise design. Likely fortnight max for reprocessing.","First Check","DD Est 21/03 due to Hutch SLA's","10/03/25 BW: Elec review passed. DTC still outstanding. 21/03
06/03/25 BW: Elec completed by Leon. Still needs a review. DTC FC 21/03
03/03/25 LS: DTC FC 21/03. Site has been instructed to Invict and Emfyser. Need to know if we keep the DD with Invict and let them do the elec or keep the Emfyser DD and do the elec in house or outsource
28/2/25 CVB DD Rev 1A Received
10/02/25 - DM - No redlines available
27/01/2025 BO: Awaiting INS 3D model in order to complete ICNIRP assessment and finalise design. Likely fortnight max for reprocessing.","1A","F","22/03/2025","25/03/2025","","Dharmesh Pankhania","01/01/1900","01/01/1900",""
"29356","In Progress","Acquisition & Design","19/06/2024","12802721","35173vf","","35173vf","","VF399","VF399","F","","Streetworks","","","","","","","","INS Group","INS","","","","F","01/01/1900","01/01/1900","28/08/2024","28/08/2024","19/09/2024","19/09/2024","Passive - Shroud swap, DNO Isolator","F","F","","","","","","","F","01/01/2020","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","10/02/25 - RP - Site became dep clear on 8th.
04/02/25 - RP - ITR Requested so Hutch can release the DTC, Received DTC, PASS. Elec was F/C but i think they are backlogged, hence why ive given till 7th for dep clear.
27/01/25 - RP - No updates, FC for 03/02. Elec calcs soon as CAD ready.
21/01/25 - RP - No updates, FC for 03/02. Elec calcs soon as CAD ready.
16/01/25 - RP - No updates, FC for 03/02. Elec calcs soon as CAD ready.
07/01/25 - RP - Supplier quote receieved. Client approval not required, intergrated costs.
19/12/24 - RP - GDC L1 but DTC required from Hutch. Redlines are completed and can be utlised. Straight forward antenna swapp to and dual stack arrangement.","Approved","1A Approved by VF","24/02/25 VW - ITR-135984.
12/02/25 LS: 1A Approved by VF
11/02/25 BW: 1A Approved by CS
11/02/25 BW: 1A Issued to CS
10/02/25 BW: redline and elec sent to CAD
05.02.25 BW: Awaiting elec
21/01/2025 VW - DD REV 1A received.
20/01/25 BW: Elec FC 23/01 with Leon
16/01/25 SI: DD instructed with CAD file.
03/12/24 - CC - Jan site pending DTC
27/09/2024 BW: 2 sector site. Tree lopping should not be required due to bearings of the 2 sectors. Needs to be noted on the drawings.","1A","T","14/02/2025","08/02/2025","11/02/2025","Ben Watson","11/02/2025","11/02/2025","12/02/2025"
"29357","In Progress","Acquisition & Design","19/06/2024","12838201","87454vf","","87454vf","36396o2","VF399","VF399","F","","Streetworks","","","","","","","","INS Group","INS","","","","F","01/01/1900","01/01/1900","29/08/2024","29/08/2024","25/12/2024","21/10/2024","","F","F","ICNIRP. Pole not upgradable, waiting for VF/CS to advise on next steps for this site","Site ready for RMSV. Will need pole swap make sure stats are ordered","","","","","F","01/01/2020","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","29/01/25 - Site is dep clear.
24/01/25 - RP - Leon hasnt completed due to him being given a priority list. F/C for 27th.
17/01/25 - RP - CAD has been instructed, only elec calcs remian. Site dep clear after this. FC moved to 21st.
20/12/24 - RP - ITR Req. TH complete and clear. Ben to redline and instruct designers/CAD?
18/12/24 - CS - TH booked for 19/12/24
09/12/24 - RP - PM/TM still needs progression but on Hold until we have RADAR completed. TM/PM quote has been requested from Chevron. Will need to provide them with TH location. Their current quote is over quoted. Needs to be reduced with shorter radius and area shown on snips and accurate TH location provided. Client approval not required as PM/TM is included in the TH costs.
05/12/24 - RP - REQ Requested for TH. Awaiting approval for RADAR.
29/11/24 - RP - Client cost approval requested.
28/11/24 - RP - RADAR and TH needed in conjunction. Requested quote and F/C.

TH to be instructed ASAP","Approved","1A DD Approved by VF","24.02.25 - ITR-136012.
14.02.25 LS: 1A DD Approved by VF
04.01.25 BW: SK has approved the drawings. waiting for the official approval email. 
04.01.25 BW: rejection comments queried. The DD was amended and uploaded on Friday. SK has reviewed the old set of DD's 
30/01/25 BW: 1A Issued to CS
28/01/25 BW: Redlines and elec sent to CAD. still pending elec review 
27/01/25 DM: Dep Clear, Elec Due 27/01.
24/01/25 BW: Elec FC 23/01 - not started. It has been reforecast for 27/01 
20/01/25 - DM - Elec Required, due 23/01. DD wont make 21/01. Now planned 31/01/25
20/01/25 BW: Elec FC 23/01 with Leon
16/01/25 SI: DD instructed with CAD file.
03/12/24 - CC - Pending cost approval from CS for TH and RS
19/11/24 - Requires new location SW pole & TH","1A","T","31/01/2025","29/01/2025","30/01/2025","Sikandar Iqbal","04/02/2025","04/02/2025","12/02/2025"
"29358","In Progress","Acquisition & Design","19/06/2024","12956324","42440vf","","42440vf","","VF399","VF399","F","","Streetworks","","","","Cleared","CS - Paul Cowap","ICNIRP","06/12/2024 BW: PC has provided the ICNIRP lobe sizes. See email in folder 
27/09/24 BW: ICNIRP review held with Paul C. Bespoke wedges required. PC to calculate and advise","INS Group","INS","","","","F","01/01/1900","01/01/1900","27/08/2024","27/08/2024","19/09/2024","19/09/2024","","F","F","","","","","","","F","01/01/2020","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","18/12/24 - RP - Site is dep clear.
20/11/24 - RP - Client approval received. REQ requested.
19/11/24 - RP - Quote receieved. Pending cost approval from client.
06/11/24 - RP - GDC quote requested from Neo. All relevant files shared in SP.","Approved","1B DD Approved by VF","19/02/25 LS: DAF Approved
18/02/25 BW: 1B Issued to CS (tree lopping removed)
02/01/25 DA:  DA: 1A_Approved by VF (Amends at AB as per CS comments)
18/12/2024 DA: 1A_Approved (amends at AB) - Note: 561 - SBT will remain on the combined 8/9 feeders on Port 1 of the antenna
17/12/24 BW: 1A Issued to CS
17/12/2024-VG- DD Rev 1A, updated. Received. 
13/12/24 - CVB DD Rev 1A Received
06/12/2024 BW: PC has provided the ICNIRP lobe sizes. See email in folder 
03/12/24 - CC - CS chased again 3/12
19/11/24 - ICNIRP solution still pending
27/09/24 BW: ICNIRP review held with Paul C. Bespoke wedges required. PC to calculate and advise","1B","T","17/12/2024","18/01/2025","17/12/2024","Ben Watson","18/12/2024","18/12/2024","02/01/2025"
"29359","In Progress","Acquisition & Design","19/06/2024","12966424","42794vf","","42794vf","","VF399","VF399","F","","Streetworks","","","","","","","","INS Group","INS","","","","F","01/01/1900","01/01/1900","29/08/2024","29/08/2024","19/09/2024","19/09/2024","Passive - Shroud swap, new SFMC","F","F","","","","","","","F","01/01/2020","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","28/1/2025 - RP - Site is dep clear.
24/01/25 - RP - Elec review F/C 28th
17/01/25 - RP - No further action or update. Elec and CAD then dep clear. Asked Hutch is any chance this could be brought slightly forward to the 23rd?
19/12/24 - RP - REQ Requested. Included within the DD rate.
19/11/24 - RP - Supplier quote requested for DTC.","Approved","1A Approved by VF","04/02/25 DA:  1A Approved by VF
30/1/25 CVB DD Rev 1A Received
30/01/2025 LS: DD approved by CS
30/01/2025 BW: 1A issued to CS
29/01/25 BW: redlines and elec sent to CAD
27/01/25 DM: Just waiting on Elec Review, then dependency clear and DD ready to go
24/01/25 BW: Elec complete 23/01, ELec review FC 28/01
22/01/25 VW - DD REV 1A received.
21/01/25 BW: First draft CAD back
20/01/25 - DM - Elec Required, due 23/01. DD on track for 30/01/25
03/12/24 - CC -  DTC in progress due 20/12
19/11/24 - DTC required from hutch , DEC site for DD","1A","T","31/01/2025","28/01/2025","30/01/2025","Khurram Shahzad","30/01/2025","30/01/2025","04/02/2025"
"29375","In Progress","Acquisition & Design","19/06/2024","12393326","6628vf","","6628vf","","VF399","VF399","F","","Greenfield","","","","","","","","INS Group","INS","","","","F","01/01/1900","01/01/1900","24/07/2024","24/07/2024","19/08/2024","19/08/2024","Passive works, DNO isolator required","F","F","","","","","","","F","01/01/2020","A","","Approved","","Straight to DD","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","","Approved","1A approved by VF","24/09/24 BW: 1A approved by VF
16/09 CA approved 1A - issued to VF for final approval.","1A","T","13/09/2024","01/01/2020","13/09/2024","Ben Watson","16/09/2024","16/09/2024","24/09/2024"
"29376","In Progress","Acquisition & Design","19/06/2024","12132330","1138o2","","85299vf","1138o2","VF399","VF399","F","","Rooftop","","","","","","","","INS Group","INS","","","","F","01/01/1900","01/01/1900","22/07/2024","22/07/2024","26/09/2024","26/09/2024","","F","F","","","","","","","F","01/01/2020","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","26/02/25 - RP - Site was issued to VF and dep clear last year? No idea why no comments or deps or notes are avail in NS. I saw this as a ""new site"" until i did my due diligence and saw that we already had a DD issued etc.","Approved","2A Approved by VF with comments","29/10/24 DA 2A Approved by VF with comments
18/10/2024 BW: 2A Approved by CS
18/10/24 BW: 2A issued to CS
18/10/24 BW: 1A rejected to CS. redline sent to CAD
17/10/24 BW: 1A Issued to CS 
16/10/2024 BW: redline and elec sent to CAD to update 
14/10/2024 CC: Ok for Oct - Dep Cler - 1st Check
03/10/24 BW: Elec done, L1 GDC booked for 07/10. First draft DD redlined in the folder
30/09/24 BW: 1A instructed to CS","2A","T","18/10/2024","10/10/2024","17/10/2024","Ben Watson","18/10/2024","18/10/2024","29/10/2024"
"29377","In Progress","Acquisition & Design","19/06/2024","12167227","1713vf","","1713vf","","VF399","VF399","F","","Rooftop","","","","","","","","INS Group","INS","","","","F","01/01/1900","01/01/1900","18/09/2024","18/09/2024","03/10/2024","03/10/2024","","F","F","","","","","","","F","01/01/2020","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","22/11/24 - RP - Struct receieved. Dep clear.
13/11/24 - RP - Struct calcs needed.","Approved","2A Approved by VF (Amends)","18/12/24 DA  2A Approved by VF (Amends)
2100 radios should be connected to Y1/Y4, 1695-2690 (MHz port)
Allocated RF equipment schedule should show remove comment for the existing antenna.  Shows 2100 ERS as 4415, should be 2212
29/11/24 BW: 2A Issued to CS
27/11/24 BW: 1A Issued to CS
20/11/2024 - LB - Calcs completed. See report in Structural folder for details.
19/11/24 - CAD WIP - then structural calcs and electrical
13/10/24 BW:  Raashid to instruct Structural calcs 
04/11(KS)= DD has been instructed. 
03/10/2024 BW: Top brackets look to be through bolted.","2A","T","26/11/2024","22/11/2024","26/11/2024","Ben Watson","04/12/2024","04/12/2024","18/12/2024"
"29378","In Progress","Acquisition & Design","19/06/2024","12174429","1835vf","","1835vf","","VF399","VF399","F","","Rooftop","","","","","","","","INS Group","INS","","","","F","01/01/1900","01/01/1900","03/10/2024","03/10/2024","07/11/2024","07/11/2024","","F","F","03/10 Completed
Matter port completed - Drone revisit required again due to Birds attacking drone.","","","","","","F","01/01/2020","A","","Approved","","","01/01/2020","01/01/2020","01/01/2020","01/01/2020","Emfyser","Green","Raashid Patel","","06/02/25 - RP - Site is dep clear.
06.02.25 - DP - Structural Calculations PASS. Everything is through bolted so no real issues. There's an existing supporting steel column on one of the sectors, but the pole is mostly supported by the masonry wall as there's through bolts and plates on both sides. It would've been better if on the internal side the SHS with plate were fixed straight onto the column instead of the wall. Also, column could've been flush against the wall for better support but this steelwork is existing. Loadings are fine and can't see any major cracking or masonry issues from the photos. At build, I would just advise that the masonry and steelwork are inspected for any defects when removing and installing kit. Also, poles are climbable so should be climbed and any large deflections; vibrations etc. should be flagged at build stage. 
04/02/25 - RP - Struct review required. Do we have all the info we require to proceed with build? All looks to be OK but just needs revieiwng. With Dharmesh and FC for tomorrow.
03/02/25 - RP - FC recieved for 6th Struct calcs.
29/01/25 - RP - Struct calc quote recieved. REQ requested. FC 4th.
27/01/25 - RP - BW has reviewed and we should have all the info we require. BW can get steelwork dims of the wall mounted poles if needed?
20.01.25 - DH - electrical survey uploaded to sharepoint please complete electrical design. FC for the 30th.
16/01/25 - RP - Chased DH for update if survey went ahead? Do we have the report ready? Did the surveyor collate the structural info also? Dave chased the surveyor.
06/12/24 - RP - Elec surveyor will need to obtain information regarding pole mounted steelwork. Need to check if backplated and need dims of fixtures. Need resurvey to capture the internal wall mounted poles steelwork to see if done as per previous DD. Also some mortar voids (identified from photos) between bricks close to the wall brackets so would be advised to resurvey having that in mind and receive some survey report on the wall condition, probably mortar repointing will be good enough assuming all brackets are througbolted. Once info collected then can proceed with calcs.
05/12/24 - RP - Quote and client approval requested for struct survey, intergrated costs (part of DD rate).
02/12/24 - RP - Elec survey required.
15/11/2024 - LB - MITIGATION - need resurvey to capture the internal wall mounted poles steelwork to see if done as per previous DD.
11/11/24 - RP - Struct calcs instructed. Elec calcs required once DD draft is completed.","Approved","1A DD Approved by VF with amends","13/02/25 LS: 1A DD Approved with notes for as build. 
07/02/25 DD approved by CS, Issued to VF
06/02/25 BW: 1A Issued to CS
05/02/25 BW: Redline sent to CAD. site pending structural review 
04/02/25 BW: Structural review required then dep clear 
27/01/24 DM: Structural instructed F/C 03/02, DD to move to 07/02/2025
24/01/24 BW: Lukasz has requested a structural survey. ELec has been moved to 30/01
03/12/24 - CC - Requires electrical and structural survey
18/11(KS) = DD has been instructed. 
19/11/24 - Requires Electrical and Structural Survey
11/11/24 - RP - Struct calcs instructed. Elec calcs required once DD draft is completed.","1A","T","28/02/2025","06/02/2025","06/02/2025","Ben Watson","07/02/2025","07/02/2025","13/02/2025"
